"Rate ID";"User ID";"Obs Session ID";"Start Date";"End Date";Ra;Decl;Teff;F;Lm;Shower;Method;Number
1076316;7935;87705;"2025-01-03 02:15:00";"2025-01-03 02:30:00";167.7500;30.0000;0.2500;1.1100;5.8;QUA;C;3
1076317;7935;87705;"2025-01-03 02:15:00";"2025-01-03 02:30:00";167.7500;30.0000;0.2500;1.1100;5.8;SPO;C;5
1076318;112;87706;"2025-01-03 05:45:00";"2025-01-03 06:54:00";190.0000;25.0000;1.1500;1.0500;5.91;QUA;C;15
1076319;112;87706;"2025-01-03 05:45:00";"2025-01-03 06:54:00";190.0000;25.0000;1.1500;1.0500;5.91;ANT;C;0
1076320;112;87706;"2025-01-03 05:45:00";"2025-01-03 06:54:00";190.0000;25.0000;1.1500;1.0500;5.91;SPO;C;5
1076321;8033;87707;"2025-01-02 23:30:00";"2025-01-02 23:45:00";130.1200;30.0000;0.2500;1.0000;6.2;QUA;C;1
1076322;8033;87707;"2025-01-02 23:30:00";"2025-01-02 23:45:00";130.1200;30.0000;0.2500;1.0000;6.2;SPO;C;0
1076323;8033;87707;"2025-01-02 23:45:00";"2025-01-03 00:00:00";133.8700;30.0000;0.2500;1.0000;6.2;QUA;C;0
1076324;8033;87707;"2025-01-02 23:45:00";"2025-01-03 00:00:00";133.8700;30.0000;0.2500;1.0000;6.2;SPO;C;3
1076325;8033;87707;"2025-01-03 00:00:00";"2025-01-03 00:15:00";137.6200;30.0000;0.2500;1.0000;6.2;QUA;C;1
1076326;8033;87707;"2025-01-03 00:00:00";"2025-01-03 00:15:00";137.6200;30.0000;0.2500;1.0000;6.2;SPO;C;2
1076327;8033;87707;"2025-01-03 00:15:00";"2025-01-03 00:30:00";141.3700;30.0000;0.2500;1.0000;6.2;QUA;C;2
1076328;8033;87707;"2025-01-03 00:15:00";"2025-01-03 00:30:00";141.3700;30.0000;0.2500;1.0000;6.2;SPO;C;2
1076329;8033;87707;"2025-01-03 00:30:00";"2025-01-03 00:45:00";145.1200;30.0000;0.2500;1.0000;6.2;QUA;C;1
1076330;8033;87707;"2025-01-03 00:30:00";"2025-01-03 00:45:00";145.1200;30.0000;0.2500;1.0000;6.2;SPO;C;1
1076331;8033;87707;"2025-01-03 00:45:00";"2025-01-03 01:00:00";148.8700;30.0000;0.2500;1.0000;6.2;QUA;C;3
1076332;8033;87707;"2025-01-03 00:45:00";"2025-01-03 01:00:00";148.8700;30.0000;0.2500;1.0000;6.2;SPO;C;5
1076333;8033;87707;"2025-01-03 01:15:00";"2025-01-03 01:30:00";156.3700;30.0000;0.2500;1.0000;6.1;QUA;C;2
1076334;8033;87707;"2025-01-03 01:15:00";"2025-01-03 01:30:00";156.3700;30.0000;0.2500;1.0000;6.1;SPO;C;6
1076335;8033;87707;"2025-01-03 01:30:00";"2025-01-03 01:45:00";160.1200;30.0000;0.2500;1.0000;6.1;QUA;C;1
1076336;8033;87707;"2025-01-03 01:30:00";"2025-01-03 01:45:00";160.1200;30.0000;0.2500;1.0000;6.1;SPO;C;4
1076337;8033;87707;"2025-01-03 01:45:00";"2025-01-03 02:00:00";163.8700;30.0000;0.2500;1.0000;6.1;QUA;C;1
1076338;8033;87707;"2025-01-03 01:45:00";"2025-01-03 02:00:00";163.8700;30.0000;0.2500;1.0000;6.1;SPO;C;4
1076339;8033;87707;"2025-01-03 02:00:00";"2025-01-03 02:15:00";167.6200;30.0000;0.2500;1.0000;6.1;QUA;C;1
1076340;8033;87707;"2025-01-03 02:00:00";"2025-01-03 02:15:00";167.6200;30.0000;0.2500;1.0000;6.1;SPO;C;2
1076341;8033;87707;"2025-01-03 02:15:00";"2025-01-03 02:30:00";171.3700;30.0000;0.2500;1.0000;6.1;QUA;C;3
1076342;8033;87707;"2025-01-03 02:15:00";"2025-01-03 02:30:00";171.3700;30.0000;0.2500;1.0000;6.1;SPO;C;5
1076343;8033;87707;"2025-01-03 02:45:00";"2025-01-03 03:00:00";178.8700;30.0000;0.2500;1.0000;6.1;QUA;C;4
1076344;8033;87707;"2025-01-03 02:45:00";"2025-01-03 03:00:00";178.8700;30.0000;0.2500;1.0000;6.1;SPO;C;2
1076345;8033;87707;"2025-01-03 03:00:00";"2025-01-03 03:15:00";182.6200;30.0000;0.2500;1.0000;5.9;QUA;C;2
1076346;8033;87707;"2025-01-03 03:00:00";"2025-01-03 03:15:00";182.6200;30.0000;0.2500;1.0000;5.9;SPO;C;5
1076347;8033;87707;"2025-01-03 03:15:00";"2025-01-03 03:30:00";186.3700;30.0000;0.2500;1.0000;5.9;QUA;C;5
1076348;8033;87707;"2025-01-03 03:15:00";"2025-01-03 03:30:00";186.3700;30.0000;0.2500;1.0000;5.9;SPO;C;3
1076357;210;87709;"2025-01-02 19:20:00";"2025-01-02 19:50:00";350.0000;50.0000;0.5000;1.0000;6.7;ANT;C;2
1076358;210;87709;"2025-01-02 19:20:00";"2025-01-02 19:50:00";350.0000;50.0000;0.5000;1.0000;6.7;QUA;C;1
1076359;210;87709;"2025-01-02 19:20:00";"2025-01-02 19:50:00";350.0000;50.0000;0.5000;1.0000;6.7;SPO;C;4
1076360;210;87709;"2025-01-02 20:00:00";"2025-01-02 21:06:00";350.0000;50.0000;1.1000;1.0000;6.71;ANT;C;4
1076361;210;87709;"2025-01-02 20:00:00";"2025-01-02 21:06:00";350.0000;50.0000;1.1000;1.0000;6.71;QUA;C;3
1076362;210;87709;"2025-01-02 20:00:00";"2025-01-02 21:06:00";350.0000;50.0000;1.1000;1.0000;6.71;SPO;C;10
1076363;214;87710;"2025-01-03 01:54:00";"2025-01-03 02:58:00";0.0000;90.0000;0.9333;1.0600;6.3;QUA;C;13
1076364;214;87710;"2025-01-03 01:54:00";"2025-01-03 02:58:00";0.0000;90.0000;0.9333;1.0600;6.3;ANT;C;1
1076365;214;87710;"2025-01-03 01:54:00";"2025-01-03 02:58:00";0.0000;90.0000;0.9333;1.0600;6.3;SPO;C;2
1076366;214;87710;"2025-01-03 04:35:00";"2025-01-03 04:59:00";0.0000;90.0000;0.4000;1.0700;6.3;QUA;C;6
1076367;214;87710;"2025-01-03 04:35:00";"2025-01-03 04:59:00";0.0000;90.0000;0.4000;1.0700;6.3;ANT;C;0
1076368;214;87710;"2025-01-03 04:35:00";"2025-01-03 04:59:00";0.0000;90.0000;0.4000;1.0700;6.3;SPO;C;1
1076369;418;87711;"2025-01-03 07:55:00";"2025-01-03 09:02:00";0.0000;0.0000;1.1167;1.0000;6;QUA;C;10
1076370;418;87711;"2025-01-03 07:55:00";"2025-01-03 09:02:00";0.0000;0.0000;1.1167;1.0000;6;SPO;C;8
1076371;418;87711;"2025-01-03 09:03:00";"2025-01-03 10:00:00";0.0000;0.0000;0.9500;1.0000;6;QUA;C;10
1076372;418;87711;"2025-01-03 09:03:00";"2025-01-03 10:00:00";0.0000;0.0000;0.9500;1.0000;6;SPO;C;8
1076373;7229;87712;"2025-01-03 14:40:00";"2025-01-03 14:50:00";90.0000;9.0000;0.1667;1.1100;4.7;QUA;C;0
1076374;7229;87712;"2025-01-03 14:40:00";"2025-01-03 14:50:00";90.0000;9.0000;0.1667;1.1100;4.7;SPO;C;0
1076375;7229;87712;"2025-01-03 14:50:00";"2025-01-03 15:00:00";90.0000;9.0000;0.1667;1.1100;4.7;QUA;C;0
1076376;7229;87712;"2025-01-03 14:50:00";"2025-01-03 15:00:00";90.0000;9.0000;0.1667;1.1100;4.7;SPO;C;0
1076377;7229;87712;"2025-01-03 15:00:00";"2025-01-03 15:10:00";30.0000;55.0000;0.1667;1.1100;4.7;QUA;C;0
1076378;7229;87712;"2025-01-03 15:00:00";"2025-01-03 15:10:00";30.0000;55.0000;0.1667;1.1100;4.7;SPO;C;1
1076379;7229;87712;"2025-01-03 15:10:00";"2025-01-03 15:20:00";30.0000;55.0000;0.1667;1.1100;4.7;QUA;C;1
1076380;7229;87712;"2025-01-03 15:10:00";"2025-01-03 15:20:00";30.0000;55.0000;0.1667;1.1100;4.7;SPO;C;1
1076381;7229;87712;"2025-01-03 15:20:00";"2025-01-03 15:30:00";30.0000;55.0000;0.1667;1.1100;4.7;QUA;C;0
1076382;7229;87712;"2025-01-03 15:20:00";"2025-01-03 15:30:00";30.0000;55.0000;0.1667;1.1100;4.7;SPO;C;0
1076383;7229;87712;"2025-01-03 15:30:00";"2025-01-03 15:40:00";30.0000;55.0000;0.1667;1.1100;4.7;QUA;C;0
1076384;7229;87712;"2025-01-03 15:30:00";"2025-01-03 15:40:00";30.0000;55.0000;0.1667;1.1100;4.7;SPO;C;0
1076385;7229;87712;"2025-01-03 15:40:00";"2025-01-03 15:55:00";30.0000;55.0000;0.2500;1.1100;4.7;QUA;C;1
1076386;7229;87712;"2025-01-03 15:40:00";"2025-01-03 15:55:00";30.0000;55.0000;0.2500;1.1100;4.7;SPO;C;0
1076387;474;87713;"2025-01-03 16:30:00";"2025-01-03 17:35:00";240.0000;75.0000;1.0000;1.0000;5.95;QUA;C;9
1076388;474;87713;"2025-01-03 16:30:00";"2025-01-03 17:35:00";240.0000;75.0000;1.0000;1.0000;5.95;ANT;C;1
1076389;474;87713;"2025-01-03 16:30:00";"2025-01-03 17:35:00";240.0000;75.0000;1.0000;1.0000;5.95;SPO;C;1
1076390;;87714;"2025-01-03 16:15:00";"2025-01-03 16:25:00";240.0000;80.0000;0.1667;1.1100;5.6;QUA;C;7
1076391;;87714;"2025-01-03 16:15:00";"2025-01-03 16:25:00";240.0000;80.0000;0.1667;1.1100;5.6;SPO;C;1
1076392;;87714;"2025-01-03 17:00:00";"2025-01-03 17:15:00";120.0000;80.0000;0.2500;1.1100;5.6;QUA;C;4
1076393;;87714;"2025-01-03 17:00:00";"2025-01-03 17:15:00";120.0000;80.0000;0.2500;1.1100;5.6;SPO;C;0
1076394;;87714;"2025-01-03 17:30:00";"2025-01-03 17:45:00";240.0000;80.0000;0.2500;1.1100;6;QUA;C;8
1076395;;87714;"2025-01-03 17:30:00";"2025-01-03 17:45:00";240.0000;80.0000;0.2500;1.1100;6;SPO;C;1
1076396;;87714;"2025-01-03 18:00:00";"2025-01-03 18:15:00";240.0000;80.0000;0.2500;1.0000;6;QUA;C;5
1076397;;87714;"2025-01-03 18:00:00";"2025-01-03 18:15:00";240.0000;80.0000;0.2500;1.0000;6;SPO;C;0
1076398;135;87715;"2025-01-03 04:40:00";"2025-01-03 04:55:00";210.0000;50.0000;0.2500;1.0000;6.54;QUA;C;4
1076399;135;87715;"2025-01-03 04:40:00";"2025-01-03 04:55:00";210.0000;50.0000;0.2500;1.0000;6.54;SPO;C;3
1076400;135;87715;"2025-01-03 04:55:00";"2025-01-03 05:06:00";210.0000;50.0000;0.1830;1.0000;6.54;QUA;C;5
1076401;135;87715;"2025-01-03 04:55:00";"2025-01-03 05:06:00";210.0000;50.0000;0.1830;1.0000;6.54;SPO;C;2
1076402;135;87715;"2025-01-03 05:06:00";"2025-01-03 05:14:00";210.0000;50.0000;0.1330;1.0000;6.54;QUA;C;3
1076403;135;87715;"2025-01-03 05:06:00";"2025-01-03 05:14:00";210.0000;50.0000;0.1330;1.0000;6.54;SPO;C;4
1076404;135;87715;"2025-01-03 05:14:00";"2025-01-03 05:32:00";210.0000;50.0000;0.3000;1.0000;6.54;QUA;C;4
1076405;135;87715;"2025-01-03 05:14:00";"2025-01-03 05:32:00";210.0000;50.0000;0.3000;1.0000;6.54;SPO;C;1
1076406;135;87715;"2025-01-03 05:32:00";"2025-01-03 05:52:00";210.0000;50.0000;0.3330;1.0000;6.54;QUA;C;6
1076407;135;87715;"2025-01-03 05:32:00";"2025-01-03 05:52:00";210.0000;50.0000;0.3330;1.0000;6.54;SPO;C;3
1076408;135;87715;"2025-01-03 05:52:00";"2025-01-03 06:02:00";210.0000;50.0000;0.1670;1.0000;6.64;QUA;C;5
1076409;135;87715;"2025-01-03 05:52:00";"2025-01-03 06:02:00";210.0000;50.0000;0.1670;1.0000;6.64;SPO;C;2
1076410;135;87715;"2025-01-03 06:02:00";"2025-01-03 06:18:00";210.0000;50.0000;0.2670;1.0000;6.64;QUA;C;5
1076411;135;87715;"2025-01-03 06:02:00";"2025-01-03 06:18:00";210.0000;50.0000;0.2670;1.0000;6.64;SPO;C;1
1076412;135;87715;"2025-01-03 06:18:00";"2025-01-03 06:35:00";210.0000;50.0000;0.2830;1.0000;6.17;QUA;C;6
1076413;135;87715;"2025-01-03 06:18:00";"2025-01-03 06:35:00";210.0000;50.0000;0.2830;1.0000;6.17;SPO;C;1
1076414;135;87715;"2025-01-03 06:35:00";"2025-01-03 06:49:00";210.0000;50.0000;0.2330;1.0000;6.17;QUA;C;1
1076415;135;87715;"2025-01-03 06:35:00";"2025-01-03 06:49:00";210.0000;50.0000;0.2330;1.0000;6.17;SPO;C;1
1076416;135;87715;"2025-01-03 06:49:00";"2025-01-03 06:58:00";210.0000;50.0000;0.1500;1.0000;5.89;QUA;C;3
1076417;135;87715;"2025-01-03 06:49:00";"2025-01-03 06:58:00";210.0000;50.0000;0.1500;1.0000;5.89;SPO;C;2
1076418;7600;87716;"2025-01-04 00:50:00";"2025-01-04 01:20:00";115.0000;30.0000;0.5000;1.0000;5.5;QUA;C;4
1076419;7600;87716;"2025-01-04 00:50:00";"2025-01-04 01:20:00";115.0000;30.0000;0.5000;1.0000;5.5;SPO;C;1
1076420;7600;87716;"2025-01-04 01:20:00";"2025-01-04 01:50:00";115.0000;30.0000;0.5000;1.1100;5.5;QUA;C;1
1076421;7600;87716;"2025-01-04 01:20:00";"2025-01-04 01:50:00";115.0000;30.0000;0.5000;1.1100;5.5;SPO;C;0
1076422;7154;87717;"2025-01-03 19:18:00";"2025-01-03 19:55:00";100.0000;40.0000;0.5000;1.1000;5.8;ANT;C;0
1076423;7154;87717;"2025-01-03 19:18:00";"2025-01-03 19:55:00";100.0000;40.0000;0.5000;1.1000;5.8;QUA;C;3
1076424;7154;87717;"2025-01-03 19:18:00";"2025-01-03 19:55:00";100.0000;40.0000;0.5000;1.1000;5.8;DLM;C;0
1076425;7154;87717;"2025-01-03 19:18:00";"2025-01-03 19:55:00";100.0000;40.0000;0.5000;1.1000;5.8;SPO;C;0
1076426;7154;87717;"2025-01-03 20:06:00";"2025-01-03 20:47:00";110.0000;40.0000;0.6833;1.1000;5.8;ANT;C;0
1076427;7154;87717;"2025-01-03 20:06:00";"2025-01-03 20:47:00";110.0000;40.0000;0.6833;1.1000;5.8;QUA;C;3
1076428;7154;87717;"2025-01-03 20:06:00";"2025-01-03 20:47:00";110.0000;40.0000;0.6833;1.1000;5.8;DLM;C;0
1076429;7154;87717;"2025-01-03 20:06:00";"2025-01-03 20:47:00";110.0000;40.0000;0.6833;1.1000;5.8;SPO;C;2
1076430;44;87718;"2025-01-03 16:55:00";"2025-01-03 17:08:00";15.0000;80.0000;0.2167;1.0000;6.19;QUA;C;1
1076431;44;87718;"2025-01-03 16:55:00";"2025-01-03 17:08:00";15.0000;80.0000;0.2167;1.0000;6.19;SPO;C;1
1076432;44;87718;"2025-01-03 17:08:00";"2025-01-03 17:28:00";15.0000;80.0000;0.3333;1.0000;6.3;QUA;C;2
1076433;44;87718;"2025-01-03 17:08:00";"2025-01-03 17:28:00";15.0000;80.0000;0.3333;1.0000;6.3;SPO;C;1
1076434;44;87718;"2025-01-03 17:28:00";"2025-01-03 17:43:00";15.0000;80.0000;0.2500;1.0000;6.3;QUA;C;4
1076435;44;87718;"2025-01-03 17:28:00";"2025-01-03 17:43:00";15.0000;80.0000;0.2500;1.0000;6.3;SPO;C;1
1076436;44;87718;"2025-01-03 17:43:00";"2025-01-03 18:00:00";15.0000;80.0000;0.2833;1.0000;6.3;QUA;C;1
1076437;44;87718;"2025-01-03 17:43:00";"2025-01-03 18:00:00";15.0000;80.0000;0.2833;1.0000;6.3;SPO;C;2
1076438;44;87718;"2025-01-03 18:00:00";"2025-01-03 18:15:00";15.0000;80.0000;0.2500;1.0000;6.3;QUA;C;3
1076439;44;87718;"2025-01-03 18:00:00";"2025-01-03 18:15:00";15.0000;80.0000;0.2500;1.0000;6.3;SPO;C;2
1076440;44;87718;"2025-01-03 18:15:00";"2025-01-03 18:30:00";15.0000;80.0000;0.2500;1.0000;6.31;QUA;C;1
1076441;44;87718;"2025-01-03 18:15:00";"2025-01-03 18:30:00";15.0000;80.0000;0.2500;1.0000;6.31;SPO;C;1
1076442;44;87718;"2025-01-03 18:30:00";"2025-01-03 18:45:00";15.0000;80.0000;0.2500;1.0000;6.31;QUA;C;2
1076443;44;87718;"2025-01-03 18:30:00";"2025-01-03 18:45:00";15.0000;80.0000;0.2500;1.0000;6.31;SPO;C;1
1076444;44;87718;"2025-01-03 18:45:00";"2025-01-03 19:00:00";15.0000;80.0000;0.2500;1.0000;6.35;QUA;C;0
1076445;44;87718;"2025-01-03 18:45:00";"2025-01-03 19:00:00";15.0000;80.0000;0.2500;1.0000;6.35;SPO;C;0
1076446;44;87718;"2025-01-03 19:00:00";"2025-01-03 19:25:00";15.0000;80.0000;0.4167;1.0000;6.35;QUA;C;2
1076447;44;87718;"2025-01-03 19:00:00";"2025-01-03 19:25:00";15.0000;80.0000;0.4167;1.0000;6.35;SPO;C;1
1076448;44;87718;"2025-01-03 19:25:00";"2025-01-03 19:45:00";15.0000;80.0000;0.3333;1.0000;6.35;QUA;C;2
1076449;44;87718;"2025-01-03 19:25:00";"2025-01-03 19:45:00";15.0000;80.0000;0.3333;1.0000;6.35;SPO;C;2
1076450;44;87718;"2025-01-03 19:45:00";"2025-01-03 20:00:00";15.0000;80.0000;0.2500;1.0000;6.35;QUA;C;2
1076451;44;87718;"2025-01-03 19:45:00";"2025-01-03 20:00:00";15.0000;80.0000;0.2500;1.0000;6.35;SPO;C;1
1076452;418;87719;"2025-01-04 08:41:00";"2025-01-04 09:49:00";165.0000;60.0000;1.1333;1.0000;6.35;SPO;C;4
1076453;418;87719;"2025-01-04 08:41:00";"2025-01-04 09:49:00";165.0000;60.0000;1.1333;1.0000;6.35;ANT;C;2
1076454;418;87719;"2025-01-04 08:41:00";"2025-01-04 09:49:00";165.0000;60.0000;1.1333;1.0000;6.35;QUA;C;2
1076455;418;87719;"2025-01-04 09:50:00";"2025-01-04 10:00:00";165.0000;60.0000;0.1667;1.0000;6.35;SPO;C;4
1076456;418;87719;"2025-01-04 09:50:00";"2025-01-04 10:00:00";165.0000;60.0000;0.1667;1.0000;6.35;ANT;C;0
1076457;418;87719;"2025-01-04 09:50:00";"2025-01-04 10:00:00";165.0000;60.0000;0.1667;1.0000;6.35;QUA;C;0
1076458;33;87720;"2025-01-03 16:39:00";"2025-01-03 17:02:00";300.0000;70.0000;0.3700;1.0000;6.6;QUA;C;7
1076459;33;87720;"2025-01-03 16:39:00";"2025-01-03 17:02:00";300.0000;70.0000;0.3700;1.0000;6.6;SPO;C;7
1076460;33;87720;"2025-01-03 17:02:00";"2025-01-03 17:28:00";300.0000;70.0000;0.4300;1.0000;6.75;QUA;C;8
1076461;33;87720;"2025-01-03 17:02:00";"2025-01-03 17:28:00";300.0000;70.0000;0.4300;1.0000;6.75;SPO;C;4
1076462;33;87720;"2025-01-03 17:28:00";"2025-01-03 17:53:00";300.0000;70.0000;0.4200;1.0000;6.68;QUA;C;4
1076463;33;87720;"2025-01-03 17:28:00";"2025-01-03 17:53:00";300.0000;70.0000;0.4200;1.0000;6.68;SPO;C;2
1076464;7241;87721;"2025-01-03 22:30:00";"2025-01-03 23:30:00";155.0000;60.0000;1.0000;1.0000;5.21;COM;P;2
1076465;7241;87721;"2025-01-03 22:30:00";"2025-01-03 23:30:00";155.0000;60.0000;1.0000;1.0000;5.21;QUA;P;4
1076466;7241;87721;"2025-01-03 22:30:00";"2025-01-03 23:30:00";155.0000;60.0000;1.0000;1.0000;5.21;ANT;P;2
1076467;7241;87721;"2025-01-03 22:30:00";"2025-01-03 23:30:00";155.0000;60.0000;1.0000;1.0000;5.21;SPO;C;4
1076468;131;87722;"2025-01-04 00:33:00";"2025-01-04 00:51:00";164.0000;35.0000;0.3000;1.0500;6.38;QUA;C;1
1076469;131;87722;"2025-01-04 00:33:00";"2025-01-04 00:51:00";164.0000;35.0000;0.3000;1.0500;6.38;DLM;C;1
1076470;131;87722;"2025-01-04 00:33:00";"2025-01-04 00:51:00";164.0000;35.0000;0.3000;1.0500;6.38;ANT;C;0
1076471;131;87722;"2025-01-04 00:33:00";"2025-01-04 00:51:00";164.0000;35.0000;0.3000;1.0500;6.38;SPO;C;1
1076472;131;87722;"2025-01-04 00:51:00";"2025-01-04 01:11:00";168.0000;35.0000;0.3330;1.0500;6.43;QUA;C;1
1076473;131;87722;"2025-01-04 00:51:00";"2025-01-04 01:11:00";168.0000;35.0000;0.3330;1.0500;6.43;DLM;C;0
1076474;131;87722;"2025-01-04 00:51:00";"2025-01-04 01:11:00";168.0000;35.0000;0.3330;1.0500;6.43;ANT;C;0
1076475;131;87722;"2025-01-04 00:51:00";"2025-01-04 01:11:00";168.0000;35.0000;0.3330;1.0500;6.43;SPO;C;1
1076476;131;87722;"2025-01-04 01:11:00";"2025-01-04 01:32:00";173.0000;35.0000;0.3500;1.0500;6.45;QUA;C;2
1076477;131;87722;"2025-01-04 01:11:00";"2025-01-04 01:32:00";173.0000;35.0000;0.3500;1.0500;6.45;DLM;C;0
1076478;131;87722;"2025-01-04 01:11:00";"2025-01-04 01:32:00";173.0000;35.0000;0.3500;1.0500;6.45;ANT;C;0
1076479;131;87722;"2025-01-04 01:11:00";"2025-01-04 01:32:00";173.0000;35.0000;0.3500;1.0500;6.45;SPO;C;3
1076480;131;87722;"2025-01-04 01:32:00";"2025-01-04 01:52:00";178.0000;35.0000;0.3220;1.0500;6.5;QUA;C;1
1076481;131;87722;"2025-01-04 01:32:00";"2025-01-04 01:52:00";178.0000;35.0000;0.3220;1.0500;6.5;DLM;C;0
1076482;131;87722;"2025-01-04 01:32:00";"2025-01-04 01:52:00";178.0000;35.0000;0.3220;1.0500;6.5;ANT;C;0
1076483;131;87722;"2025-01-04 01:32:00";"2025-01-04 01:52:00";178.0000;35.0000;0.3220;1.0500;6.5;SPO;C;3
1076484;131;87722;"2025-01-04 01:52:00";"2025-01-04 02:11:00";183.0000;35.0000;0.3170;1.0500;6.52;QUA;C;3
1076485;131;87722;"2025-01-04 01:52:00";"2025-01-04 02:11:00";183.0000;35.0000;0.3170;1.0500;6.52;DLM;C;1
1076486;131;87722;"2025-01-04 01:52:00";"2025-01-04 02:11:00";183.0000;35.0000;0.3170;1.0500;6.52;ANT;C;1
1076487;131;87722;"2025-01-04 01:52:00";"2025-01-04 02:11:00";183.0000;35.0000;0.3170;1.0500;6.52;SPO;C;2
1076488;131;87722;"2025-01-04 02:11:00";"2025-01-04 02:32:00";188.0000;35.0000;0.3500;1.0500;6.52;QUA;C;4
1076489;131;87722;"2025-01-04 02:11:00";"2025-01-04 02:32:00";188.0000;35.0000;0.3500;1.0500;6.52;DLM;C;0
1076490;131;87722;"2025-01-04 02:11:00";"2025-01-04 02:32:00";188.0000;35.0000;0.3500;1.0500;6.52;ANT;C;0
1076491;131;87722;"2025-01-04 02:11:00";"2025-01-04 02:32:00";188.0000;35.0000;0.3500;1.0500;6.52;SPO;C;2
1076492;131;87722;"2025-01-04 02:32:00";"2025-01-04 02:51:00";193.0000;35.0000;0.3170;1.0500;6.5;QUA;C;2
1076493;131;87722;"2025-01-04 02:32:00";"2025-01-04 02:51:00";193.0000;35.0000;0.3170;1.0500;6.5;DLM;C;2
1076494;131;87722;"2025-01-04 02:32:00";"2025-01-04 02:51:00";193.0000;35.0000;0.3170;1.0500;6.5;ANT;C;1
1076495;131;87722;"2025-01-04 02:32:00";"2025-01-04 02:51:00";193.0000;35.0000;0.3170;1.0500;6.5;SPO;C;1
1076496;131;87722;"2025-01-04 02:51:00";"2025-01-04 03:12:00";198.0000;35.0000;0.3500;1.0500;6.49;QUA;C;0
1076497;131;87722;"2025-01-04 02:51:00";"2025-01-04 03:12:00";198.0000;35.0000;0.3500;1.0500;6.49;DLM;C;0
1076498;131;87722;"2025-01-04 02:51:00";"2025-01-04 03:12:00";198.0000;35.0000;0.3500;1.0500;6.49;ANT;C;0
1076499;131;87722;"2025-01-04 02:51:00";"2025-01-04 03:12:00";198.0000;35.0000;0.3500;1.0500;6.49;SPO;C;3
